Library,Prefix,Company
me.tz.gpbilling,me.tz,FALSE
me.tzim.app.im,me.tzim,
me.tzim.im,me.tzim,
me.vkryl.android,me.vkryl,
me.vkryl.core,me.vkryl,
me.yokeyword.fragmentation,me.yokeyword,
media.ritm.renderer,media.ritm,
media.ritm.videoeditor,media.ritm,
mewe.emoji.ui,mewe.emoji,
mindustry.world.blocks,mindustry.world,
mini.video.chat,mini.video,
module.local.repositories,module.local,
module.models.remote,module.models,
module.network.repositories,module.network,
moj.core.auth,moj.core,
moj.core.model,moj.core,
moj.core.ui,moj.core,
moj.feature.chat,moj.feature,
moj.feature.comment,moj.feature,
moj.feature.creatorhub,moj.feature,
moj.feature.favourites.ui,moj.feature,
moj.feature.gallery,moj.feature,
moj.feature.live_stream_data,moj.feature,
moj.feature.live_stream_presentation.ui,moj.feature,
moj.feature.login,moj.feature,
moj.feature.mojspot,moj.feature,
moj.feature.privacy.ui,moj.feature,
moj.feature.rewards.ui,moj.feature,
moj.feature.search,moj.feature,
moj.feature.systemNotification,moj.feature,
moj.library.react,moj.library,
mono.android.hardware,mono.android,
mono.android.media,mono.android,
mono.android.net,mono.android,
mono.android.view,mono.android,
mozilla.components.browser,mozilla.components,
mozilla.components.concept,mozilla.components,
mozilla.components.lib,mozilla.components,
mozilla.components.service.nimbus,mozilla.components,
mozilla.components.support,mozilla.components,
mozilla.telemetry.glean,mozilla.telemetry,
mtopsdk.framework.filter,mtopsdk.framework,
mtopsdk.mtop.protocol,mtopsdk.mtop,
mx_android.support.v7,mx_android.support,
mx_com.mixpanel.android,mx_com.mixpanel,
mygame.plugin.myads,mygame.plugin,
nativeJsMain.default.linkdata,nativeJsMain.default,
nativeMain.default.linkdata,nativeMain.default,
net.aihelp.core,net.aihelp,
net.aihelp.data,net.aihelp,
net.aihelp.db,net.aihelp,
net.aihelp.ui,net.aihelp,
net.bytebuddy.agent,net.bytebuddy,
net.bytebuddy.description,net.bytebuddy,
net.bytebuddy.dynamic,net.bytebuddy,
net.bytebuddy.implementation,net.bytebuddy,
net.bytebuddy.jar.asm,net.bytebuddy,
net.bytebuddy.utility,net.bytebuddy,
net.center.blurview,net.center,
net.consentmanager.sdk,net.consentmanager,
net.dongliu.apk.parser,net.dongliu,
net.grandcentrix.tray,net.grandcentrix,
net.ihago.act.api,net.ihago,
net.ihago.activity.srv,net.ihago,
net.ihago.base,net.ihago,
net.ihago.bbs.srv,net.ihago,
net.ihago.channel.srv,net.ihago,
net.ihago.im,net.ihago,
net.ihago.ktv.api,net.ihago,
net.ihago.money.api,net.ihago,
net.ihago.omega.api,net.ihago,
net.ihago.room,net.ihago,
net.ihago.show,net.ihago,
net.ihago.social.api,net.ihago,
net.ihago.ymicro.srv,net.ihago,
net.jpountz.util,net.jpountz,
net.jpountz.util.darwin,net.jpountz,
net.kidoz.ads,net.kidoz,
net.lingala.zip4j,net.lingala,
net.lucode.hackware.magicindicator,net.lucode,
net.lucode.hackware.magicindicator.buildins,net.lucode,
net.lucode.hackware.magicindicator.buildins.commonnavigator,net.lucode,
net.mikaelzero.mojito,net.mikaelzero,
net.moeapp.avg,net.moeapp,
net.moyokoo.diooto,net.moyokoo,
net.objecthunter.exp4j,net.objecthunter,
net.pubnative.library,net.pubnative,
net.pubnative.lite,net.pubnative,
net.pubnative.lite.sdk,net.pubnative,
net.sbbi.upnp,net.sbbi,
net.security.device.api.id,net.security,
net.sf.ezmorph,net.sf,
net.sf.scuba,net.sf,
net.time4j.calendar,net.time4j,
net.time4j.format,net.time4j,
net.time4j.tz,net.time4j,
net.wargaming.wot,net.wargaming,
net.wargaming.wot.blitz.plugins,net.wargaming,
net.wargaming.wows,net.wargaming,
net.wgmobile.sdk,net.wgmobile,
net.wrightflyer.le.reality,net.wrightflyer,
net.ypresto.androidtranscoder,net.ypresto,
nl.dionsegijn.konfetti,nl.dionsegijn,
nl.qbusict.cupboard,nl.qbusict,
no.nordicsemi.android,no.nordicsemi,
nonAndroidMain.default.linkdata,nonAndroidMain.default,
nonAppleMain.default.linkdata,nonAppleMain.default,
nonJvmMain.default.linkdata,nonJvmMain.default,
nonapi.io.github.classgraph,nonapi.io,
notMobileMain.default.linkdata,notMobileMain.default,
one.video.ad,one.video,
one.video.cast,one.video,
one.video.controls,one.video,
one.video.exo,one.video,
one.video.pip,one.video,
one.video.player,one.video,
one.video.streaming,one.video,
one.video.view,one.video,
opencensus.proto.agent,opencensus.proto,
oqm.oqm.oqm.oqm.oqma,oqm.oqm,
oqm.oqm.oqm.oqm.oqmb,oqm.oqm,
org.amazon.chime.webrtc,org.amazon,
org.andengine.audio,org.andengine,
org.andengine.engine,org.andengine,
org.andengine.entity,org.andengine,
org.andengine.extension,org.andengine,
org.andengine.input,org.andengine,
org.andengine.opengl,org.andengine,
org.andengine.ui,org.andengine,
org.andengine.util,org.andengine,
org.android.agoo,org.android,
org.apache.commons,org.apache,
org.apache.commons.codec,org.apache,
org.apache.commons.compress,org.apache,
org.apache.commons.io,org.apache,
org.apache.commons.lang,org.apache,
org.apache.commons.lang3,org.apache,
org.apache.commons.net,org.apache,
org.apache.commons.sudcompress,org.apache,
org.apache.commonscopy,org.apache,
org.apache.cordova,org.apache,
org.apache.harmony.javax.security,org.apache,
org.apache.http,org.apache,
org.apache.http.entity,org.apache,
org.apache.internal.commons,org.apache,
org.apache.log4j,org.apache,
org.apache.lucene,org.apache,
org.apache.thrift.nelo,org.apache,
org.apache.tika,org.apache,
org.apache.xerces,org.apache,
org.apache.xml,org.apache,
org.appplay.ARCamera,org.appplay,
org.appplay.lib,org.appplay,
org.aspectj.internal.lang,org.aspectj,
org.aspectj.lang,org.aspectj,
org.aspectj.runtime,org.aspectj,
org.banban.rtc,org.banban,
org.bidon.admob,org.bidon,
org.bidon.amazon,org.bidon,
org.bidon.applovin,org.bidon,
org.bidon.bidmachine,org.bidon,
org.bidon.bigoads,org.bidon,
org.bidon.chartboost,org.bidon,
org.bidon.dtexchange,org.bidon,
org.bidon.gam,org.bidon,
org.bidon.inmobi,org.bidon,
org.bidon.ironsource,org.bidon,
org.bidon.meta,org.bidon,
org.bidon.mintegral,org.bidon,
org.bidon.mobilefuse,org.bidon,
org.bidon.moloco,org.bidon,
org.bidon.sdk,org.bidon,
org.bidon.taurusx,org.bidon,
org.bidon.unityads,org.bidon,
org.bidon.vkads,org.bidon,
org.bidon.vungle,org.bidon,
org.bidon.yandex,org.bidon,
org.bouncycastle.asn1,org.bouncycastle,
org.bouncycastle.cert,org.bouncycastle,
org.bouncycastle.cms,org.bouncycastle,
org.bouncycastle.crypto,org.bouncycastle,
org.bouncycastle.d,org.bouncycastle,
org.bouncycastle.e,org.bouncycastle,
org.bouncycastle.eac,org.bouncycastle,
org.bouncycastle.internal.asn1,org.bouncycastle,
org.bouncycastle.its,org.bouncycastle,
org.bouncycastle.jcajce,org.bouncycastle,
org.bouncycastle.jcajce.provider,org.bouncycastle,
org.bouncycastle.jce,org.bouncycastle,
org.bouncycastle.math,org.bouncycastle,
org.bouncycastle.mime,org.bouncycastle,
org.bouncycastle.oer.its,org.bouncycastle,
org.bouncycastle.openssl,org.bouncycastle,
org.bouncycastle.operator,org.bouncycastle,
org.bouncycastle.pkcs,org.bouncycastle,
org.bouncycastle.pqc,org.bouncycastle,
org.bouncycastle.tsp,org.bouncycastle,
org.bouncycastle.util,org.bouncycastle,
org.bouncycastle.x509,org.bouncycastle,
org.bson.codecs,org.bson,
org.checkerframework.checker,org.checkerframework,
org.checkerframework.common,org.checkerframework,
org.checkerframework.framework,org.checkerframework,
org.chromium.base,org.chromium,
org.chromium.blink,org.chromium,
org.chromium.cc,org.chromium,
org.chromium.chrome.browser,org.chromium,
org.chromium.components,org.chromium,
org.chromium.content,org.chromium,
org.chromium.device,org.chromium,
org.chromium.gpu,org.chromium,
org.chromium.media,org.chromium,
org.chromium.mojo,org.chromium,
org.chromium.net,org.chromium,
org.chromium.payments,org.chromium,
org.chromium.services,org.chromium,
org.chromium.ui,org.chromium,
org.chromium.url,org.chromium,
org.chromium.xwhale,org.chromium,
org.cocos2dx.lib,org.cocos2dx,
org.cocos2dx.okhttp3.internal,org.cocos2dx,
org.codehaus.jackson,org.codehaus,
org.commonmark.internal,org.commonmark,
org.commonmark.parser,org.commonmark,
org.commonmark.renderer,org.commonmark,
org.cybergarage.upnp,org.cybergarage,
org.devio.takephoto,org.devio,
org.dmg.pmml,org.dmg,
org.droidparts.adapter,org.droidparts,
org.droidparts.annotation,org.droidparts,
org.droidparts.concurrent,org.droidparts,
org.droidparts.inner,org.droidparts,
org.droidparts.net,org.droidparts,
org.droidparts.persist,org.droidparts,
org.droidparts.util,org.droidparts,
org.eclipse.jetty,org.eclipse,
org.eclipse.jgit,org.eclipse,
org.eclipse.paho,org.eclipse,
org.eclipse.paho.client.mqttv3,org.eclipse,
org.egret.wx,org.egret,
org.ejbca.cvc,org.ejbca,
org.findmykids.analytics,org.findmykids,
org.findmykids.app,org.findmykids,
org.findmykids.base,org.findmykids,
org.findmykids.callscreening,org.findmykids,
org.findmykids.child.sos,org.findmykids,
org.findmykids.childpermissions.presentation,org.findmykids,
org.findmykids.experiments.impl.data,org.findmykids,
org.findmykids.family.child,org.findmykids,
org.findmykids.firstsession.child.presentation,org.findmykids,
org.findmykids.geo.core,org.findmykids,
org.findmykids.log,org.findmykids,
org.findmykids.pedometer.child.impl,org.findmykids,
org.findmykids.pingofriend,org.findmykids,
org.findmykids.soundaround.child,org.findmykids,
org.findmykids.support,org.findmykids,
org.findmykids.uikit,org.findmykids,
org.findmykids.urls,org.findmykids,
org.fourthline.cling,org.fourthline,
org.fusesource.jansi.internal.native,org.fusesource,
org.getter.matisse,org.getter,
org.glassfish.grizzly,org.glassfish,
org.glassfish.hk2,org.glassfish,
org.glassfish.jersey,org.glassfish,
org.godotengine.godot,org.godotengine,
org.greenrobot.essentials,org.greenrobot,
org.greenrobot.eventbus,org.greenrobot,
org.greenrobot.greendao,org.greenrobot,
org.gsuite.getter.getter_tokbox,org.gsuite,
org.gux.widget,org.gux,
org.hive.foundation,org.hive,
org.intellij.markdown,org.intellij,
org.jacoco.agent.rt.internal_1f1cc91,org.jacoco,
org.jacoco.core,org.jacoco,
org.jaudiotagger.audio,org.jaudiotagger,
org.jaudiotagger.tag,org.jaudiotagger,
org.jaxen.function,org.jaxen,
org.jaxen.saxpath,org.jaxen,
org.jboss.netty,org.jboss,
org.jbox2d.collision,org.jbox2d,
org.jbox2d.dynamics,org.jbox2d,
org.jbox2d.pooling,org.jbox2d,
org.jctools.queues,org.jctools,
org.jetbrains.anko,org.jetbrains,
org.jetbrains.compose,org.jetbrains,
org.jetbrains.compose.resources,org.jetbrains,
org.jetbrains.skia,org.jetbrains,
org.jetbrains.skiko,org.jetbrains,
org.jitsi.meet.sdk,org.jitsi,
org.jivesoftware.smack,org.jivesoftware,
org.jmrtd.lds,org.jmrtd,
org.joda.time,org.joda,
org.joinmastodon.android,org.joinmastodon,
org.junit.experimental,org.junit,
org.junit.internal,org.junit,
org.junit.internal.runners,org.junit,
org.junit.runner,org.junit,
org.jvnet.hk2,org.jvnet,
org.jxmpp.jid,org.jxmpp,
org.kethereum.crypto,org.kethereum,
org.koin.android,org.koin,
org.koin.androidx,org.koin,
org.koin.compose,org.koin,
org.koin.core,org.koin,
org.koin.viewmodel,org.koin,
org.kxml2.wap,org.kxml2,
org.libsodium.jni,org.libsodium,
org.light.extDecoder.apng,org.light,
org.light.lightAssetKit,org.light,
org.linphone.core.tools,org.linphone,
org.linphone.mediastream.video,org.linphone,
org.litepal.crud,org.litepal,
org.litepal.tablemanager,org.litepal,
org.littleshoot.proxy,org.littleshoot,
org.luaj.vm2,org.luaj,
org.m4m.domain,org.m4m,
org.matomo.sdk,org.matomo,
org.michaelbel.bottomsheet,org.michaelbel,
org.mockito.asm,org.mockito,
org.mockito.cglib,org.mockito,
org.mockito.exceptions,org.mockito,
org.mockito.internal,org.mockito,
org.mozilla.appservices,org.mozilla,
org.mozilla.experiments.nimbus,org.mozilla,
org.mozilla.gecko,org.mozilla,
org.mozilla.javascript,org.mozilla,
org.mozilla.universalchardet.prober,org.mozilla,
org.mp4parser.aj,org.mp4parser,
org.mp4parser.aspectj,org.mp4parser,
org.mp4parser.boxes,org.mp4parser,
org.mp4parser.muxer,org.mp4parser,
org.msgpack.core,org.msgpack,
org.nanobit.hollywood,org.nanobit,
org.naturalmotion.NmgIAP,org.naturalmotion,
org.noear.snack,org.noear,
org.obj2openjl.v3,org.obj2openjl,
org.objectweb.asm,org.objectweb,
org.objenesis.instantiator,org.objenesis,
org.ocpsoft.prettytime,org.ocpsoft,
org.onepf.oms,org.onepf,
org.openjdk.javax,org.openjdk,
org.openjdk.source,org.openjdk,
org.openjdk.tools,org.openjdk,
org.openjsse.com.sun,org.openjsse,
org.openjsse.javax,org.openjsse,
org.openjsse.net,org.openjsse,
org.openjsse.sun,org.openjsse,
org.orbitmvi.orbit,org.orbitmvi,
org.osmdroid.tileprovider,org.osmdroid,
org.osmdroid.views,org.osmdroid,
org.prebid.mobile,org.prebid,
org.pytorch.executorch,org.pytorch,
org.qtproject.qt5.android,org.qtproject,
org.rajawali3d.loader,org.rajawali3d,
org.rajawali3d.materials,org.rajawali3d,
org.rajawali3d.postprocessing,org.rajawali3d,
org.rajawali3d.renderer,org.rajawali3d,
org.repackage.com,org.repackage,
org.schabi.newpipe,org.schabi,
org.seamless.util,org.seamless,
org.shadow.apache.commons.lang3,org.shadow,
org.simpleframework.xml,org.simpleframework,
org.spongycastle.asn1,org.spongycastle,
org.spongycastle.crypto,org.spongycastle,
org.spongycastle.jcajce,org.spongycastle,
org.spongycastle.jcajce.provider,org.spongycastle,
org.spongycastle.jce,org.spongycastle,
org.spongycastle.math,org.spongycastle,
org.spongycastle.pqc,org.spongycastle,
org.spongycastle.util,org.spongycastle,
org.spongycastle.x509,org.spongycastle,
org.springframework.http,org.springframework,
org.springframework.web,org.springframework,
org.sqlite.native,org.sqlite,
org.telegram.messenger,org.telegram,
org.telegram.tgnet,org.telegram,
org.telegram.ui,org.telegram,
org.tensorflow.lite,org.tensorflow,
org.threeten.bp,org.threeten,
org.thunderdog.challegram,org.thunderdog,
org.ton.api,org.ton,
org.tukaani.xz,org.tukaani,
org.videolan.libvlc,org.videolan,
org.w3c.dom,org.w3c,
org.webrtc.haima,org.webrtc,
org.whispersystems.libsignal,org.whispersystems,
org.xbill.DNS,org.xbill,
org.xml.sax,org.xml,
org.xmlpull.v1,org.xmlpull,
org.xutils.common,org.xutils,
org.xutils.db,org.xutils,
org.xutils.http,org.xutils,
org.yaml.snakeyaml,org.yaml,
org.zeroturnaround.zip,org.zeroturnaround,
p.c.a,p.c,FALSE
p.c.b,p.c,FALSE
p.c.c.a,p.c,FALSE
p.d.a,p.d,FALSE
p.e.a,p.e,FALSE
pdb.app.base,pdb.app,
pdb.app.billing,pdb.app,
pdb.app.chat,pdb.app,
pdb.app.common,pdb.app,
pdb.app.fundation,pdb.app,
pdb.app.im,pdb.app,
pdb.app.inbox,pdb.app,
pdb.app.login,pdb.app,
pdb.app.network,pdb.app,
pdb.app.onboarding,pdb.app,
pdb.app.personality,pdb.app,
pdb.app.profilebase,pdb.app,
pdb.app.repo,pdb.app,
pdb.app.search,pdb.app,
pdb.app.user,pdb.app,
per.goweii.actionbarex,per.goweii,
per.goweii.anylayer,per.goweii,
pl.droidsonroids.gif,pl.droidsonroids,
pl.interia.czateria,pl.interia,
pl.interia.msb,pl.interia,
pl.interia.rodo,pl.interia,
plugin.google.iap,plugin.google,
posixMain.default.linkdata,posixMain.default,
preview.uk.co.senab2.photoview2,preview.uk,
project.android.fastimage,project.android,
project.android.imageprocessing,project.android,
proto.common.moj.cdp,proto.common,
proto.common.moj_sc_all,proto.common,
proto.common.moj_sc_fe,proto.common,
proto.common.sc.cdp,proto.common,
protobuf.api.app_new_user_limited_live_reports,protobuf.api,
protobuf.api.apple,protobuf.api,
protobuf.api.channels,protobuf.api,
protobuf.api.dotmoney,protobuf.api,
protobuf.api.events,protobuf.api,
protobuf.api.facebook,protobuf.api,
protobuf.api.families,protobuf.api,
protobuf.api.festivals,protobuf.api,
protobuf.api.infinity,protobuf.api,
protobuf.api.live_recommends,protobuf.api,
protobuf.api.live_tag_maps,protobuf.api,
protobuf.api.lives,protobuf.api,
protobuf.api.local_area_promotion,protobuf.api,
protobuf.api.onboarding_tutorials,protobuf.api,
protobuf.api.poco_gachas,protobuf.api,
protobuf.api.poco_rankings,protobuf.api,
protobuf.api.prized_events,protobuf.api,
protobuf.api.profiles,protobuf.api,
protobuf.api.quests,protobuf.api,
protobuf.api.reports,protobuf.api,
protobuf.api.seasonal_item_competition,protobuf.api,
protobuf.api.terms,protobuf.api,
protobuf.api.thank_you_letter_categories,protobuf.api,
protobuf.api.thank_you_letters,protobuf.api,
protobuf.api.users,protobuf.api,
protobuf.resources.gachas,protobuf.resources,
protobuf.resources.lives.support_items,protobuf.resources,
protobuf.resources.stardusts,protobuf.resources,
r.m.s,r.m,FALSE
reactivecircus.flowbinding.android,reactivecircus.flowbinding,
ren.yale.android.cachewebviewlib,ren.yale,
residence.adengagebar.pauseable,residence.adengagebar,
residence.prehot.controlable,residence.prehot,
residence.prehot.multiwheel.uniq,residence.prehot,
residence.prehot.predition.metallic,residence.prehot,
residence.prehot.toggle,residence.prehot,
residence.prehot.usability,residence.prehot,
ru.1.ritmmedia.yappy,ru.1,FALSE
ru.2.ritmmedia.yappy,ru.2,FALSE
ru.2.rustore.sdk,ru.2,FALSE
ru.2.sber.platform.clickstream.clickstreamlite.internal,ru.2,FALSE
ru.2.yoomoney.sdk,ru.2,FALSE
ru.angryrobot.chatvdvoem,ru.angryrobot,
ru.gid.sdk,ru.gid,
ru.lesta.tanks,ru.lesta,
ru.mail.libverify,ru.mail,
ru.mail.verify.core,ru.mail,
ru.odnoklassniki.unity,ru.odnoklassniki,
ru.ok.android,ru.ok,FALSE
ru.ok.call_effects.internal,ru.ok,FALSE
ru.ok.face,ru.ok,FALSE
ru.ok.gl,ru.ok,FALSE
ru.ok.media,ru.ok,FALSE
ru.ok.pattern,ru.ok,FALSE
ru.ok.proto,ru.ok,FALSE
ru.ok.segmentation_full,ru.ok,FALSE
ru.ok.tensorflow,ru.ok,FALSE
ru.ok.tracer,ru.ok,FALSE
ru.ritmmedia.yappy,ru.ritmmedia,
ru.rustore.sdk,ru.rustore,
ru.rustore.unitysdk,ru.rustore,
ru.sber.platform.clickstream.clickstreamlite.internal,ru.sber,
ru.tinkoff.decoro,ru.tinkoff,
ru.vk.store,ru.vk,FALSE
ru.vk.store.provider,ru.vk,FALSE
ru.yoomoney.sdk,ru.yoomoney,
rx.internal.util,rx.internal,
s.b.p,s.b,FALSE
s.f.s.subscribe,s.f,FALSE
s.z.t,s.z,FALSE
sa.fadfed.fadfedapp,sa.fadfed,
saygames.saykit.feature,saygames.saykit,
segmented_control.widget.custom.android.com,segmented_control.widget,
sensetime.senseme.com.effects,sensetime.senseme,
sergio.sastre.composable.preview.scanner.core,sergio.sastre,
sfs2x.client.entities,sfs2x.client,
sfs2x.client.requests,sfs2x.client,
sg.1.bigo.ads,sg.1,FALSE
sg.bigo.ads,sg.bigo,
sg.bigo.al,sg.bigo,
sg.bigo.al.sessionalm,sg.bigo,
sg.bigo.alive,sg.bigo,
sg.bigo.alive.awake,sg.bigo,
sg.bigo.apm,sg.bigo,
sg.bigo.arch,sg.bigo,
sg.bigo.av,sg.bigo,
sg.bigo.base,sg.bigo,
sg.bigo.bigohttp,sg.bigo,
sg.bigo.common,sg.bigo,
sg.bigo.compress,sg.bigo,
sg.bigo.core,sg.bigo,
sg.bigo.crashreporter,sg.bigo,
sg.bigo.framework,sg.bigo,
sg.bigo.framework.service,sg.bigo,
sg.bigo.kt,sg.bigo,
sg.bigo.libcommonstatistics,sg.bigo,
sg.bigo.libvideo_v2,sg.bigo,
sg.bigo.like,sg.bigo,
sg.bigo.live,sg.bigo,
sg.bigo.maillogin,sg.bigo,
sg.bigo.media,sg.bigo,
sg.bigo.mobile,sg.bigo,
sg.bigo.mobile.android,sg.bigo,
sg.bigo.pay.sdk,sg.bigo,
sg.bigo.proto.lite,sg.bigo,
sg.bigo.protox,sg.bigo,
sg.bigo.sdk,sg.bigo,
sg.bigo.search_api,sg.bigo,
sg.bigo.svcapi,sg.bigo,
sg.bigo.threeparty,sg.bigo,
sg.bigo.titan,sg.bigo,
sg.bigo.uicomponent,sg.bigo,
sg.bigo.video,sg.bigo,
sg.bigo.web,sg.bigo,
sg.bigo.webcache,sg.bigo,
sharechat.ads.feature,sharechat.ads,
sharechat.ads.repository,sharechat.ads,
sharechat.data.analytics,sharechat.data,
sharechat.data.auth,sharechat.data,
sharechat.data.composeTools,sharechat.data,
sharechat.data.explore,sharechat.data,
sharechat.data.post,sharechat.data,
sharechat.data.sclivecommon,sharechat.data,
sharechat.data.sharebottomsheet,sharechat.data,
sharechat.data.user,sharechat.data,
sharechat.feature.aiSharing,sharechat.feature,
sharechat.feature.chat,sharechat.feature,
sharechat.feature.compose,sharechat.feature,
sharechat.feature.contentvertical.ui,sharechat.feature,
sharechat.feature.creatorhub,sharechat.feature,
sharechat.feature.cvfeed,sharechat.feature,
sharechat.feature.explore,sharechat.feature,
sharechat.feature.feed,sharechat.feature,
sharechat.feature.friendzone,sharechat.feature,
sharechat.feature.home,sharechat.feature,
sharechat.feature.intervention,sharechat.feature,
sharechat.feature.login,sharechat.feature,
sharechat.feature.notification,sharechat.feature,
sharechat.feature.payment,sharechat.feature,
sharechat.feature.post,sharechat.feature,
sharechat.feature.profile,sharechat.feature,
sharechat.feature.reactnative,sharechat.feature,
sharechat.feature.setting,sharechat.feature,
sharechat.feature.sharebottomsheet,sharechat.feature,
sharechat.feature.user,sharechat.feature,
sharechat.library.cvo,sharechat.library,
sharechat.library.imageedit,sharechat.library,
sharechat.library.spyglass,sharechat.library,
